Source,Target,Type,Id,Label,timeset,Weight,junction,access,service,tunnel,maxspeed,bridge,ref,osmid,oneway,name,distance,lanes,highway,geometry,bridge-size
113,128,Undirected,18889,Penn-Lincoln Parkway North,,10,,,,,40 mph,yes,I 279,"[54210163, 54210142]",TRUE,Penn-Lincoln Parkway North,147.546,2,motorway,"LINESTRING (584018.4368313786 4477144.874419856, 584013.6407170264 4477121.76274126, 584010.4812645259 4477109.271386226, 584006.8609739599 4477097.785104048, 584002.8205076408 4477087.459772802, 583998.3210533722 4477077.218109381, 583992.9551417143 4477067.088850208, 583987.0498002942 4477057.408709867, 583979.3611233785 4477046.398600554, 583971.3540161892 4477035.795686833, 583963.0667787469 4477025.966749451, 583953.2669847813 4477015.621300792)",10
114,24,Undirected,18901,,,10,,,,,,yes,,"[54210153, 264753381, 24956710]",TRUE,,88.021,"['1', '2']",motorway_link,"LINESTRING (584061.8745751611 4477198.460422367, 584066.6179093888 4477226.256395804, 584068.9318166478 4477255.879062829, 584071.7097826389 4477285.717870468)",10
114,21,Undirected,18902,I 279,,10,,,,,,yes,I 279,"[54210144, 54210145]",TRUE,,93.353,1,motorway,"LINESTRING (584061.8745751611 4477198.460422367, 584059.167023387 4477226.583530796, 584059.7676896551 4477256.198068799, 584059.0999050642 4477291.515664275)",10
2,116,Undirected,18962,,,10,,,,,,yes,,"[54210160, 54210161, 264591932, 550018206]",TRUE,,425.077,"['1', '2']",motorway_link,"LINESTRING (583407.8387735037 4477002.17897548, 583459.3906342798 4476958.313838033, 583478.5736970451 4476943.440642248, 583560.5424165694 4476885.283417173, 583622.4965047359 4476841.324476788, 583628.7996314224 4476837.464905445, 583634.8614982743 4476834.701695406, 583641.2556848889 4476832.563885332, 583647.9234399742 4476830.995312507, 583654.8681613602 4476830.451177662, 583661.7570368536 4476830.350486062, 583668.7949093538 4476831.339413266, 583675.9439563509 4476833.006781292, 583682.7443208303 4476835.513976181, 583689.816258 4476838.768012816, 583766.2315342766 4476878.488519808)",10
115,168,Undirected,18970,Penn-Lincoln Parkway West,,10,,,,,50 mph,yes,I 376;US 22;US 30,11950069,TRUE,Penn-Lincoln Parkway West,212.04,4,motorway,"LINESTRING (583938.1751979033 4477002.918547702, 583765.5248931717 4476879.479754649)",10
116,117,Undirected,18999,Penn-Lincoln Parkway West,,10,,,,,50 mph,yes,I 376;US 22;US 30,121593794,TRUE,Penn-Lincoln Parkway West,212.047,4,motorway,"LINESTRING (583766.2315342766 4476878.488519808, 583938.8903324669 4477001.927423825)",10
117,118,Undirected,19000,Penn-Lincoln Parkway North,,10,,,,,40 mph,yes,I 279,54210162,TRUE,Penn-Lincoln Parkway North,48.987,3,motorway,"LINESTRING (583938.8903324669 4477001.927423825, 583977.3903965335 4477032.277564197)",10
117,1,Undirected,19001,Penn-Lincoln Parkway East,,10,,,,,50 mph,yes,I 376;US 22;US 30,"[65066436, 550018187, 550018192, 550018193, 323231442]",TRUE,Penn-Lincoln Parkway East,864.182,2,motorway,"LINESTRING (583938.8903324669 4477001.927423825, 583954.7393876556 4477008.366302364, 583962.8938826218 4477011.122068003, 583971.232325189 4477013.35813291, 583977.8695091479 4477014.509387503, 583984.2356480841 4477014.869400547, 583991.4400376567 4477014.606030913, 583999.2720192234 4477013.594801848, 584006.5261453823 4477011.922110099, 584013.7045512028 4477009.438164322, 584020.7951470161 4477006.464773028, 584088.2944329864 4476974.206235732, 584309.8311621336 4476868.323150004, 584678.7492882188 4476692.006380857, 584703.8843379731 4476679.168499487, 584723.7647368695 4476668.180739185)",10
118,1,Undirected,19002,,,10,,,,,,yes,,"[24957033, 322433955, 264591820]",TRUE,,151.981,"['1', '2']",motorway_link,"LINESTRING (583977.3903965335 4477032.277564197, 584015.5061703154 4477052.243670241, 584025.2759305644 4477057.693092126, 584069.4107571051 4477083.97716474, 584089.6988165342 4477095.42854547, 584110.3417687155 4477106.240078989)",10
118,114,Undirected,19003,Penn-Lincoln Parkway North,,10,,,,,40 mph,yes,I 279,"[121593802, 24956755]",TRUE,Penn-Lincoln Parkway North,198.947,2,motorway,"LINESTRING (583977.3903965335 4477032.277564197, 584019.7830500123 4477065.691189818, 584028.1818764054 4477073.123514586, 584035.4326219546 4477080.820507328, 584041.4283974918 4477088.481224, 584046.4031903357 4477096.419129838, 584050.1746653536 4477105.009628906, 584053.4695937254 4477115.248911195, 584056.3916376095 4477128.481425056, 584058.461703842 4477142.048527084, 584061.5276871528 4477176.464387927, 584061.7733523734 4477183.294589079, 584061.8745751611 4477198.460422367)",10
2,2,Undirected,19095,"['E Waterfront Drive', 'Waterfront Drive East']",,10,,,,,25 mph,yes,,"[295046976, 295046977, 295046981, 295046982, 341925127, 295046984, 295046983, 295046970, 11949812, 332083029, 332083028, 295046967, 295046968, 25519289, 25519290, 295046971, 295046972, 295046973, 295046974]",FALSE,"['E Waterfront Drive', 'Waterfront Drive East']",2550.425,5,tertiary,"LINESTRING (594190.2469475791 4473550.385166818, 594196.2213768663 4473566.613465253, 594209.3148191529 4473621.443676555, 594209.8793709525 4473627.845460986, 594209.016196745 4473633.729723417, 594206.4106288668 4473639.825236244, 594202.0273782163 4473644.888145529, 594080.1314603719 4473744.629303172, 594069.9108931314 4473750.274062745, 594063.4855773529 4473752.391634203, 594057.2744887148 4473753.668154457, 594051.1870737441 4473753.880449443, 594044.2618718089 4473753.227396519, 594036.9414961151 4473751.603529824, 594029.3740872089 4473748.699855322, 594013.3935358785 4473741.305458128, 593942.9441518068 4473709.081909464, 593932.2098979491 4473704.251341766, 593922.8324253744 4473700.858824931, 593890.8016198551 4473699.736077912, 593800.8654893531 4473727.963900207, 593719.835774478 4473752.518352415, 593689.1986241074 4473764.847147778, 593661.5521619041 4473783.019700925, 593630.088076913 4473815.377284163, 593612.448010181 4473849.805985495, 593603.3984532346 4473878.613392182, 593598.3444960808 4473912.977213612, 593597.9972116515 4473957.113930644, 593598.2840090436 4474064.661380066, 593597.9897221867 4474080.078213149, 593594.1292393841 4474095.661464714, 593590.338465802 4474105.661344177, 593584.1569971781 4474118.873133126, 593573.14706263 4474136.842879009, 593556.394013705 4474164.188671145, 593530.7016113554 4474207.487390192, 593524.1762078967 4474215.63247906, 593506.7292369982 4474234.687719706, 593465.5866549083 4474272.38735896, 593442.6895806864 4474290.964030393, 593421.9641628392 4474302.795686644, 593402.3650592747 4474311.410785391, 593375.7127231678 4474318.794591988, 593360.2849985971 4474322.254975338, 593330.7091647472 4474325.228398102, 593302.1962085963 4474322.575415093, 593194.9941717611 4474314.536534148, 593124.187048285 4474309.249254828, 593091.316355499 4474305.588190842, 593031.9772185222 4474296.569642426, 592976.4079124902 4474283.945808021, 592923.7884548424 4474270.881572078, 592895.2191269186 4474263.167004575, 592780.4093151684 4474223.865849895, 592764.972660313 4474218.456971655, 592758.2699804825 4474216.309100494, 592724.3176909029 4474204.687362943, 592607.4495057956 4474163.576060191, 592518.224519824 4474132.310840386, 592480.0966793596 4474117.230446995, 592443.4801877529 4474102.757283173, 592427.8969011399 4474096.126105291, 592413.1371467512 4474089.460703715, 592340.3592529929 4474052.449810097, 592269.7646314069 4474014.500654708, 592240.9245979143 4473999.00292602)",10
1,1,Undirected,19535,Centre Avenue,,10,,,,,,yes,,"[348709641, 153284377, 45666843, 45666844, 293019679]",FALSE,Centre Avenue,268.936,,secondary,"LINESTRING (589754.5812008096 4478801.654130994, 589675.4322182032 4478769.842659807, 589656.3074392034 4478762.153200531, 589619.7165018375 4478747.771244149, 589593.171216923 4478737.239881733, 589586.2908375334 4478734.626339324, 589580.2387732238 4478732.244750141, 589504.7988762541 4478700.768154638)",10
3,3,Undirected,19638,Raymond P Shafer Highway,,10,,,,,55 mph,yes,I 79,"[28411336, 57889585, 57889584]",TRUE,Raymond P Shafer Highway,1067.027,2,motorway,"LINESTRING (575403.9184364327 4477555.597708558, 575408.9060874161 4477614.495487804, 575415.5189905426 4477703.172017255, 575418.7722839144 4477764.150486988, 575419.8508729214 4477815.371290267, 575419.0658721003 4477893.316178959, 575414.68322967 4477989.120020782, 575407.7400374417 4478057.078415124, 575402.2113173004 4478123.541296544, 575395.3009582119 4478220.26332713, 575379.8900514606 4478394.808233528, 575366.9799926075 4478555.168797165, 575363.3111996831 4478618.042564685)",10
4,4,Undirected,19730,Freeport Road,,10,,,,,,yes,,"[553850801, 326475803, 326475806]",FALSE,Freeport Road,521.114,2,primary,"LINESTRING (594672.975904064 4482467.724221467, 594693.5765418831 4482471.537728163, 594697.1789683757 4482472.216165805, 594831.4558381233 4482497.654070656, 594834.1703182419 4482498.165885181, 594837.7378349063 4482498.921663143, 594861.0200445778 4482503.824344061, 594880.4898074362 4482508.567702716, 594903.4902139548 4482514.965723544, 594927.2002618534 4482522.21658358, 594951.2731828489 4482530.926501489, 594975.5159754037 4482539.60534997, 594986.1243991102 4482543.936687498, 595008.1760168266 4482552.943077862, 595022.2688408293 4482559.228300101, 595050.2025651396 4482571.606888669, 595057.0250653222 4482575.024243019, 595070.9497181372 4482581.196400882, 595089.2143148493 4482589.366640279, 595099.6245777837 4482594.60599511, 595122.6638310327 4482604.580073506, 595168.8569990089 4482622.831287305)",10
12,0,Undirected,19816,McKnight Road,,10,,,,,45 mph,yes,US 19 Truck,"[78290849, 56007363, 532422436, 56007351]",TRUE,McKnight Road,868.433,"['3', '2']",trunk,"LINESTRING (584349.2730303071 4485381.953146055, 584356.5764139619 4485321.187233386, 584364.5817200249 4485254.545360598, 584393.0489618577 4485017.668164469, 584400.3429684242 4484957.035425402, 584401.8387252355 4484940.888265265, 584402.8806938999 4484925.157843722, 584403.3492568238 4484909.931622912, 584403.1438005599 4484894.364738127, 584402.423108661 4484879.402626428, 584401.0927830061 4484864.400323967, 584399.0889281397 4484849.012957216, 584396.2511387264 4484833.938121239, 584392.6989535427 4484818.34454088, 584389.0112149696 4484804.248159397, 584382.9370137649 4484786.12822393, 584376.074796236 4484768.754310871, 584369.1296759162 4484753.466585633, 584361.5742100287 4484738.949094942, 584353.5270120301 4484725.203179621, 584345.1703892197 4484711.842340206, 584336.2833048976 4484698.930693099, 584325.6839119872 4484685.322531811, 584310.4399234258 4484667.299021849, 584295.5899784727 4484651.145072341, 584263.7674074472 4484618.446976502, 584222.9899176293 4484576.544718869)",10
1,41,Undirected,20441,62nd Street Bridge,,10,,,,,45 mph,yes,,"[28388353, 28388358]",TRUE,62nd Street Bridge,27.275,2,motorway,"LINESTRING (590075.1247766393 4482511.876370179, 590075.5656810921 4482523.827299883, 590074.6939928915 4482527.935595641, 590072.385135714 4482538.765418676)",10
2,2,Undirected,20604,Center Street,,10,,,,,,yes,Blue Belt,"[54583016, 54583008, 11712723]",FALSE,Center Street,67.215,,secondary,"LINESTRING (579197.9201760882 4477688.253246954, 579218.6263190083 4477669.500024945, 579242.9376925371 4477647.487900828, 579245.3830287801 4477644.827246582, 579246.8849281307 4477642.356434466)",10
120,165,Undirected,20977,Fort Pitt Boulevard,,10,,,,,,yes,,"[146615153, 264591786, 54219365]",TRUE,Fort Pitt Boulevard,181.227,"['1', '2']","['motorway_link', 'primary']","LINESTRING (584158.8165300399 4476953.050483114, 584190.1156716564 4476941.035080117, 584318.1326966081 4476879.873375455, 584323.6334051457 4476877.248720221)",10
120,1,Undirected,20978,,,10,,,,,,yes,,54219366,TRUE,,576.586,1,motorway_link,"LINESTRING (584158.8165300399 4476953.050483114, 584187.6041030368 4476935.822435699, 584632.4108030507 4476723.344189914, 584679.6038652078 4476704.205543516)",10
121,1,Undirected,21000,Fort Pitt Boulevard,,10,,,,,,yes,,"[52304688, 52304687]",TRUE,Fort Pitt Boulevard,186.519,1,primary,"LINESTRING (584728.2970627483 4476688.203691051, 584735.7822905078 4476683.392567563, 584819.9723121168 4476636.231166143, 584830.4556325561 4476630.355025605, 584835.2203756182 4476628.332989203, 584840.7050555802 4476626.40792128, 584846.3087917368 4476625.205806833, 584852.1943682558 4476624.584169666, 584858.41116497 4476624.676788488, 584864.6204171755 4476625.43542043, 584870.8340001287 4476626.560458005, 584876.5234099922 4476628.279046243, 584897.4579755486 4476635.088376957)",10
121,1,Undirected,21001,Smithfield Street,,10,,,,,,yes,,"[11950810, 132781826]",FALSE,Smithfield Street,25.158,3,secondary,"LINESTRING (584728.2970627483 4476688.203691051, 584737.0230024434 4476706.442324264, 584739.152914759 4476710.873733186)",10
121,126,Undirected,21002,Smithfield Street,,10,,,,,,yes,,"[132781827, 550018172]",FALSE,Smithfield Street,53.926,4,secondary,"LINESTRING (584728.2970627483 4476688.203691051, 584720.3935050087 4476672.250188006, 584715.6496071653 4476662.68251149, 584704.3704066965 4476639.93001143)",10
1,135,Undirected,21467,Bigelow Boulevard,,10,,,,,35 mph,yes,PA 380,"[359652160, 54327265, 344423552]",TRUE,Bigelow Boulevard,2519.651,2,trunk,"LINESTRING (587676.9374203144 4478859.108830934, 587609.3428483981 4478827.765596492, 587579.5724896039 4478815.083274152, 587560.8760612176 4478807.592961867, 587533.4899835226 4478798.413547433, 587491.1536112768 4478784.818653173, 587477.3410924437 4478779.561565016, 587458.4070594657 4478772.06873792, 587438.1032616334 4478762.772588179, 587409.7881782987 4478748.154055127, 587264.9306908952 4478671.294622338, 587163.4184420464 4478617.423496174, 587091.6567225318 4478579.431052177, 587060.3111167377 4478561.303805053, 587044.6546281857 4478551.196864269, 587021.3659134754 4478535.21727105, 587000.9789710178 4478520.57036779, 586988.9604972496 4478511.926837903, 586959.1879321402 4478488.289672865, 586937.9347985706 4478470.069251808, 586915.2663131759 4478449.567723252, 586870.8138366472 4478407.587097697, 586851.5547503717 4478390.700068775, 586832.4729744205 4478375.336076927, 586817.6659671691 4478364.318045893, 586796.7155417129 4478349.920531107, 586778.2582948006 4478338.460608209, 586752.331647781 4478323.872331516, 586730.7382917707 4478312.975684981, 586708.4141948221 4478302.925468358, 586685.2197031877 4478293.331513129, 586654.3970560045 4478282.594690103, 586627.9310376855 4478275.005760917, 586601.4433932181 4478268.549045604, 586577.1413273606 4478263.039133101, 586545.9137367918 4478255.029089287, 586523.2591021046 4478248.594755226, 586496.3140900348 4478239.868395077, 586473.8727385782 4478231.84914072, 586450.4076902419 4478222.874495714, 586428.6311077313 4478213.830601624, 586393.4067938656 4478197.8929041, 586369.6983293488 4478185.740638917, 586348.4433341166 4478174.105215599, 586323.7109806208 4478159.532236933, 586303.6034131156 4478146.933228742, 586270.0699070903 4478124.054887917, 586122.2802011196 4478019.175081843, 586099.895469437 4478002.453951939, 586070.422440357 4477978.168918677, 585891.0248705681 4477825.282485146, 585720.5585223057 4477678.419963275, 585660.8238325248 4477627.901363323, 585627.9301024021 4477599.882205279, 585559.32112045 4477539.071728948)",10
0,0,Undirected,21662,Pennsylvania Avenue,,10,,,,,,yes,,"[454898314, 55189323, 55189324, 516501460, 516501464]",FALSE,Pennsylvania Avenue,312.447,4,tertiary,"LINESTRING (583087.1295207295 4478744.660174148, 583245.4386338743 4478785.884733963, 583276.2542582949 4478793.643274564, 583287.2223437049 4478796.407452215, 583312.5890462886 4478803.05088108, 583323.5558703456 4478805.926114013, 583390.143226956 4478823.364238136)",10
1,122,Undirected,21727,,,10,,,,,,yes,,"[54215619, 54215614]",TRUE,,340.147,1,motorway_link,"LINESTRING (584369.6742908524 4477490.372714698, 584346.5504877233 4477486.837303602, 584304.3795406251 4477479.279709558, 584282.1186364047 4477472.923317105, 584132.0659072999 4477424.032484571, 584110.7317351449 4477419.718602234, 584092.5066539068 4477421.778668311, 584081.0678228317 4477427.54516289, 584066.3929232771 4477438.248841151, 584052.3456019232 4477455.764833959)",10
122,92,Undirected,21732,,,10,,,,,,yes,,264753383,TRUE,,27.117,2,motorway_link,"LINESTRING (584052.3456019232 4477455.764833959, 584041.0683851822 4477480.394717067)",10
1,1,Undirected,21735,,,10,,,,,,yes,,"[54215624, 322433963, 322433959]",TRUE,,131.352,1,motorway_link,"LINESTRING (584356.8395968113 4477461.919185443, 584338.1996510136 4477457.135424986, 584329.2107737783 4477455.468891134, 584318.6614270601 4477454.539705612, 584304.9700959504 4477453.941518682, 584284.8794303032 4477454.459204788, 584276.1782336056 4477454.361290728, 584268.4428493575 4477453.608160496, 584256.7103283165 4477451.544493974, 584227.1138738003 4477444.317539351)",10
1,122,Undirected,21736,,,10,,,,,,yes,,"[24956778, 146615166]",TRUE,,341.578,1,motorway_link,"LINESTRING (584356.8395968113 4477461.919185443, 584331.3410200789 4477451.585130994, 584267.1163758119 4477429.025510509, 584206.5051499711 4477407.173168739, 584179.6752070581 4477397.535172383, 584166.4409842514 4477394.744273751, 584154.3627552391 4477393.243064678, 584144.363932647 4477393.130725782, 584131.6202140894 4477394.242040964, 584120.8673628765 4477396.319368726, 584107.8738659576 4477400.791685582, 584095.8161455588 4477406.52900561, 584084.1564294297 4477413.836129981, 584072.2458429415 4477424.604136395, 584062.8640479438 4477436.022229504, 584058.7940015439 4477441.96027902, 584052.3456019232 4477455.764833959)",10
